,d_name,did,d_code,relation,e_name,eid,e_code
8758,新生儿脐炎,239,239095007|133933007,has symptom,肚脐疼,850,88522004
8765,新生儿缺氧缺血性脑病,182,12694500,has symptom,反应迟钝,1153,422768004
8766,新生儿缺氧缺血性脑病,182,12694500,has symptom_main,呼吸不规则,815,248585001
8767,新生儿缺氧缺血性脑病,182,12694500,has symptom_main,口唇发绀,1453,48477009|3415004
8768,新生儿缺氧缺血性脑病,182,12694500,has symptom_main,意识障碍,1876,3006004
8769,新生儿缺氧缺血性脑病,182,12694500,has symptom,癫痫发作,1061,91175000
8770,新生儿缺氧缺血性脑病,182,12694500,has symptom,吸吮反射消失,897,299757008
8771,新生儿缺氧缺血性脑病,182,12694500,has symptom,拥抱反射消失,1803,299742001
8772,新生儿缺氧缺血性脑病,182,12694500,has symptom,四肢震颤,1372,66019005|26079004
8773,新生儿缺氧缺血性脑病,182,12694500,has symptom,昏迷,1953,371632003
8774,新生儿缺氧缺血性脑病,182,12694500,has symptom,肌张力降低,942,398151007
8775,新生儿缺氧缺血性脑病,182,12694500,has symptom,嗜睡,1691,271782001
8785,新生儿溶血病,25,387705004,has symptom_main,发育迟缓,1448,444896005
8786,新生儿溶血病,25,387705004,has symptom_main,黄疸,829,18165001
8787,新生儿溶血病,25,387705004,has symptom_main,手足徐动,1550,44913001
8788,新生儿溶血病,25,387705004,has symptom_main,溶血性贫血,1309,61261009
8789,新生儿溶血病,25,387705004,has symptom,肝脾肿大,1866,36760000
8799,新生儿湿疹,225,43116000|133933007,has symptom_main,瘙痒,1688,418290006
8800,新生儿湿疹,225,43116000|133933007,has symptom_main,水疱,885,339008
8801,新生儿湿疹,225,43116000|133933007,has symptom_main,皮肤红斑,1957,444827008
8802,新生儿湿疹,225,43116000|133933007,has symptom_main,丘疱疹,1434,
8803,新生儿湿疹,225,43116000|133933007,has symptom,渗液,1720,42142007
8827,性兴奋障碍,728,74007000,has symptom_main,快感缺乏,1330,28669007
8828,性兴奋障碍,728,74007000,has symptom_main,性交困难,849,248759003
8829,性兴奋障碍,728,74007000,has symptom_main,性交疼痛,929,71315007
8830,性兴奋障碍,728,74007000,has symptom_main,性爱恐惧,2155,81147004
8831,性兴奋障碍,728,74007000,has symptom,性欲减退,2078,52833006
8848,性兴趣减退感,675,270903007,has symptom_main,性交疼痛,929,71315007
8849,性兴趣减退感,675,270903007,has symptom_main,对生活丧失兴趣,1006,
8850,性兴趣减退感,675,270903007,has symptom_main,外阴干涩,1241,46500003
8851,性兴趣减退感,675,270903007,has symptom_main,性欲减退,2078,52833006
8852,性兴趣减退感,675,270903007,has symptom,精神障碍,1518,74732009
8857,胸骨骨折,391,78516000,has symptom_main,胸痛,2062,29857009
8858,胸骨骨折,391,78516000,has symptom,胸骨裂,1636,54008006
8860,胸椎间盘突出症,102,240216005,has symptom_main,下肢无力,1570,61685007|13791008
8861,胸椎间盘突出症,102,240216005,has symptom_main,大小便功能障碍,1033,252030006|235594008
8862,胸椎间盘突出症,102,240216005,has symptom_main,感觉障碍,845,85972008
8863,胸椎间盘突出症,102,240216005,has symptom_main,胸椎疼痛,1792,35769007|22253000
8864,胸椎间盘突出症,102,240216005,has symptom,背痛,783,161891005
8865,胸椎间盘突出症,102,240216005,has symptom,截瘫,1168,60389000
8866,胸椎间盘突出症,102,240216005,has symptom,肋间肩胛带疼痛,1773,
8867,胸椎间盘突出症,102,240216005,has symptom,运动功能障碍,1877,52559000
8870,血管性痴呆,567,429998004,has symptom,反应迟钝,1153,422768004
8871,血管性痴呆,567,429998004,has symptom_main,记忆力障碍,177,386807006
8872,血管性痴呆,567,429998004,has symptom_main,健忘性失语,1145,10325006
8873,血管性痴呆,567,429998004,has symptom_main,认知功能障碍,1276,386806002
8874,血管性痴呆,567,429998004,has symptom_main,失算,1172,2496007
8875,血管性痴呆,567,429998004,has symptom_main,失用,2109,68345001
8876,血管性痴呆,567,429998004,has symptom,木僵,1428,89458003
8890,压力性尿失禁,386,22220005,has symptom_main,尿失禁,1973,165232002
8896,牙齿感觉过敏症,4,13468005,has symptom,牙齿遇冷痛,1679,27355003|84162001
8897,牙齿感觉过敏症,4,13468005,has symptom_main,牙齿遇热痛,2116,27355003|264018002
8903,牙周脓肿,276,83412009,has symptom_main,齿龈肿胀,1839,309685001
8904,牙周脓肿,276,83412009,has symptom_main,牙龈痛,1667,11114002
8905,牙周脓肿,276,83412009,has symptom_main,牙龈长脓包,1840,
8906,牙周脓肿,276,83412009,has symptom,牙齿松动,1212,34570004
8907,牙周脓肿,276,83412009,has symptom,牙周袋形成,872,109629007
8912,牙周炎,69,41565005,has symptom_main,齿龈出血,1131,86276007
8913,牙周炎,69,41565005,has symptom_main,齿龈肿胀,1839,309685001
8914,牙周炎,69,41565005,has symptom,牙周袋形成,872,109629007
8916,颜面部疖痈,736,37396007,has symptom,毒血症,1790,
8917,颜面部疖痈,736,37396007,has symptom_main,面痛,1473,95668009
8919,眼部带状疱疹,693,87513003,has symptom_main,角膜溃疡,1854,91514001
8920,眼部带状疱疹,693,87513003,has symptom_main,结膜充血,980,193894004
8921,眼部带状疱疹,693,87513003,has symptom_main,头痛,1650,25064002
8922,眼部带状疱疹,693,87513003,has symptom_main,眼痛,913,41652007
8923,眼部带状疱疹,693,87513003,has symptom,乏力,1405,13791008
8924,眼部带状疱疹,693,87513003,has symptom,畏寒,1175,80585000
8925,眼部带状疱疹,693,87513003,has symptom,眼睑肿胀,1506,193967004
8940,眼睑带状疱疹,234,60113004,has symptom_main,流泪,810,193982009
8941,眼睑带状疱疹,234,60113004,has symptom_main,视力障碍,1300,95677002
8942,眼睑带状疱疹,234,60113004,has symptom_main,畏光,2170,409668002
8943,眼睑带状疱疹,234,60113004,has symptom_main,眼痛,913,41652007
8944,眼睑带状疱疹,234,60113004,has symptom_main,恶心,1369,422587007
8945,眼睑带状疱疹,234,60113004,has symptom_main,寒战,1281,43724002
8946,眼睑带状疱疹,234,60113004,has symptom_main,眼肌麻痹,1989,16110005
8947,眼睑带状疱疹,234,60113004,has symptom,带状疱疹样外观,1678,4740000|718498007
8948,眼睑带状疱疹,234,60113004,has symptom,剧痛,2012,76948002
8962,眼睑皮肤弛缓症,163,47704002,has symptom_main,眼睑浮肿,777,89091004
8963,眼睑皮肤弛缓症,163,47704002,has symptom,上睑下垂,816,11934000
8966,眼睑湿疹,444,36259009,has symptom_main,眼睑水疱,1911,302966002
8967,眼睑湿疹,444,36259009,has symptom_main,眼睑肿胀,1506,193967004
8968,眼睑湿疹,444,36259009,has symptom,眼睑充血,1031,80243003|30098003
8969,眼睑湿疹,444,36259009,has symptom,眼睛痒,2130,74776002
8970,眼睑湿疹,444,36259009,has symptom,鳞屑,1993,271761007
8971,眼睑湿疹,444,36259009,has symptom,眦部缺损或眦缺损,1965,
8997,眼睑外翻,164,62909004,has symptom_main,流泪,810,193982009
8998,眼睑外翻,164,62909004,has symptom_main,眼分泌物增多,1073,246679005|35105006
8999,眼睑外翻,164,62909004,has symptom_main,眼干,1205,162290004
9000,眼睑外翻,164,62909004,has symptom_main,结膜充血,980,193894004
9001,眼睑外翻,164,62909004,has symptom,下睑外翻,2159,95758006
9003,眼结石,99,443369007,has symptom_main,眼内有异物感,804,81745001|247342009
9004,眼结石,99,443369007,has symptom_main,眼睑异物,1851,25012008
9007,眼内异物,6,82576008,has symptom_main,流泪,810,193982009
9008,眼内异物,6,82576008,has symptom_main,畏光,2170,409668002
9009,眼内异物,6,82576008,has symptom_main,眼痛,913,41652007
9010,眼内异物,6,82576008,has symptom,视力障碍,1300,95677002
9013,厌氧菌性肺炎,468,409664000,has symptom_main,发热伴咳嗽,871,135883003
9014,厌氧菌性肺炎,468,409664000,has symptom_main,脓痰,1581,42192008
9015,厌氧菌性肺炎,468,409664000,has symptom,杵状指,1801,30760008
9016,厌氧菌性肺炎,468,409664000,has symptom,咯血,1986,66857006
9017,厌氧菌性肺炎,468,409664000,has symptom,脓胸,2178,58554001
9018,厌氧菌性肺炎,468,409664000,has symptom,消瘦,1036,61294007
9019,厌氧菌性肺炎,468,409664000,has symptom,胸腔积液,1336,60046008
9028,咽喉炎,403,195709006,has symptom_main,咽喉及口内刺痒,1892,
9029,咽喉炎,403,195709006,has symptom,咽喉痛,1743,162397003
9030,咽喉炎,403,195709006,has symptom_main,反复咽喉异物感,893,54066008|247342009|255227004
9031,咽喉炎,403,195709006,has symptom_main,咽部异物感,811,54066008|247342009
9032,咽喉炎,403,195709006,has symptom_main,咽喉干燥,1817,102618009
9033,咽喉炎,403,195709006,has symptom_main,咽喉灼热感,1974,4596009|90673000
9034,咽喉炎,403,195709006,has symptom_main,咽喉干燥,1817,102618009
9035,咽喉炎,403,195709006,has symptom,声带发炎,1865,57713008
9044,咽结合膜热,479,70385007,has symptom_main,发热,755,386661006
9045,咽结合膜热,479,70385007,has symptom_main,结膜充血,980,193894004
9046,咽结合膜热,479,70385007,has symptom_main,咽部粘膜弥漫充血,758,102617004|19648000
9047,咽结合膜热,479,70385007,has symptom_main,眼睛发红,1396,703630003
9048,咽结合膜热,479,70385007,has symptom,颈部淋巴结肿大,1259,127086001
9052,咽囊炎,262,111277007,has symptom_main,头痛,1650,25064002
9053,咽囊炎,262,111277007,has symptom_main,耳聋,1114,272033007
9054,咽囊炎,262,111277007,has symptom_main,耳鸣,1630,60862001
9055,咽囊炎,262,111277007,has symptom,颈部淋巴结肿大,1259,127086001
9060,咽炎,273,405737000,has symptom_main,咽喉干燥,1817,102618009
9061,咽炎,273,405737000,has symptom_main,咽喉痛,1743,162397003
9062,咽炎,273,405737000,has symptom,发热,755,386661006
9063,咽炎,273,405737000,has symptom,声音嘶哑,775,50219008
9064,咽炎,273,405737000,has symptom,吞咽痛,2100,30233002
9084,羊水过多,707,86203003,has symptom,乏力,1405,13791008
9085,羊水过多,707,86203003,has symptom,呼吸困难,1207,267036007
9086,羊水过多,707,86203003,has symptom,紫绀,1266,3415004
9089,痒疹,209,64144002,has symptom_main,瘙痒,1688,418290006
9095,恙螨皮炎,54,27404009,has symptom_main,灼痛,1477,36349006
9096,恙螨皮炎,54,27404009,has symptom_main,水疱,885,339008
9097,恙螨皮炎,54,27404009,has symptom_main,皮肤红斑,1957,444827008
9098,恙螨皮炎,54,27404009,has symptom_main,瘙痒,1688,418290006
9099,恙螨皮炎,54,27404009,has symptom,发热,755,386661006
9100,恙螨皮炎,54,27404009,has symptom,头晕,969,404640003
9101,恙螨皮炎,54,27404009,has symptom,恶心,1369,422587007
9102,恙螨皮炎,54,27404009,has symptom,风团,2001,247472004
9109,药物性胃病,541,196757008,has symptom_main,恶心,1369,422587007
9110,药物性胃病,541,196757008,has symptom_main,腹痛,1288,21522001
9111,药物性胃病,541,196757008,has symptom,食欲下降,987,64379006
9112,药物性胃病,541,196757008,has symptom,上消化道出血,135,37372002
9113,药物性胃病,541,196757008,has symptom,胃糜烂,1154,235651006
9114,药物性胃病,541,196757008,has symptom,消化性溃疡,55,13200003
9116,叶酸缺乏所致贫血,115,85649008,has symptom_main,耳鸣,1630,60862001
9117,叶酸缺乏所致贫血,115,85649008,has symptom_main,乏力,1405,13791008
9118,叶酸缺乏所致贫血,115,85649008,has symptom_main,面色苍白,1952,398979000
9119,叶酸缺乏所致贫血,115,85649008,has symptom_main,头晕,969,404640003
9120,叶酸缺乏所致贫血,115,85649008,has symptom,持续性头晕,1574,404640003|263892007
9121,叶酸缺乏所致贫血,115,85649008,has symptom,恶心,1369,422587007
9122,叶酸缺乏所致贫血,115,85649008,has symptom,失眠,1684,193462001
9123,叶酸缺乏所致贫血,115,85649008,has symptom,嗜睡,1691,271782001
9124,叶酸缺乏所致贫血,115,85649008,has symptom,营养不良,1459,2492009
9135,叶酸缺乏症,525,190633005,has symptom_main,口腔溃疡,917,26284000
9136,叶酸缺乏症,525,190633005,has symptom_main,鳞屑,1993,271761007
9137,叶酸缺乏症,525,190633005,has symptom_main,舌头溃疡,926,66123000
9138,叶酸缺乏症,525,190633005,has symptom,恶性贫血,2015,84027009
9139,叶酸缺乏症,525,190633005,has symptom,乏力,1405,13791008
9140,叶酸缺乏症,525,190633005,has symptom,食欲下降,987,64379006
9144,夜间哮喘,101,395022009,has symptom_main,咳嗽,1406,49727002
9145,夜间哮喘,101,395022009,has symptom_main,胸闷,1742,23924001
9146,夜间哮喘,101,395022009,has symptom_main,呼吸困难,1207,267036007
9147,夜间哮喘,101,395022009,has symptom_main,哮鸣音,1091,56018004
9148,夜间哮喘,101,395022009,has symptom,打喷嚏,1520,76067001
9149,夜间哮喘,101,395022009,has symptom,流鼻涕,1571,64531003
9150,夜间哮喘,101,395022009,has symptom,眼睛痒,2130,74776002
9156,夜惊,673,89675003,has symptom_main,睡眠障碍,647,39898005
9157,夜惊,673,89675003,has symptom_main,频繁性惊醒,1573,423052008
9158,夜惊,673,89675003,has symptom,烦躁不安,878,30819006
9159,夜惊,673,89675003,has symptom,幻觉,2009,7011001
9160,夜惊,673,89675003,has symptom,心动过速,1044,3424008
9163,一度房室传导阻滞,337,270492004,has symptom_main,乏力,1405,13791008
9164,一度房室传导阻滞,337,270492004,has symptom_main,胸闷,1742,23924001
9165,一度房室传导阻滞,337,270492004,has symptom,气短,2124,248581005
9166,一度房室传导阻滞,337,270492004,has symptom,心悸,1961,80313002
9170,一期梅毒,592,266127002,has symptom_main,硬下疳,1703,84052006
9171,一期梅毒,592,266127002,has symptom_main,全身淋巴结肿大,1083,274741002
9180,一氧化碳中毒,720,17383000,has symptom_main,头痛,1650,25064002
9181,一氧化碳中毒,720,17383000,has symptom_main,昏迷,1953,371632003
9182,一氧化碳中毒,720,17383000,has symptom_main,口唇呈樱桃红色,1355,
9183,一氧化碳中毒,720,17383000,has symptom_main,头晕,969,404640003
9184,一氧化碳中毒,720,17383000,has symptom_main,心悸,1961,80313002
9185,一氧化碳中毒,720,17383000,has symptom,面色潮红,789,248213001
9186,一氧化碳中毒,720,17383000,has symptom,恶心,1369,422587007
9187,一氧化碳中毒,720,17383000,has symptom,胸闷,1742,23924001
9196,胰石病,366,15402006,has symptom_main,黄疸,829,18165001
9197,胰石病,366,15402006,has symptom_main,腹痛,1288,21522001
9198,胰石病,366,15402006,has symptom_main,腹胀,1028,60728008
9199,胰石病,366,15402006,has symptom_main,消瘦,1036,61294007
9200,胰石病,366,15402006,has symptom,脂肪泻,757,66187002
9201,胰石病,366,15402006,has symptom,腹部不适,770,43364001
9202,胰石病,366,15402006,has symptom,胰腺纤维化,1464,25942009
9205,遗传性乳光牙,187,234969005,has symptom_main,牙冠呈半透明乳光色,2014,
9206,遗传性乳光牙,187,234969005,has symptom,牙釉质缺损,1408,76993005|6920004
9208,疑病症,270,18193002,has symptom_main,焦虑,801,48694002
9209,疑病症,270,18193002,has symptom_main,情绪低落,1301,420038007
9210,疑病症,270,18193002,has symptom_main,疑病妄想,999,247688006
9211,疑病症,270,18193002,has symptom_main,不适,900,247347003
9212,疑病症,270,18193002,has symptom,精神过敏,1945,36456004|609328004
9213,乙型病毒性肝炎,104,66071002,has symptom_main,食欲下降,987,64379006
9214,乙型病毒性肝炎,104,66071002,has symptom_main,乏力,1405,13791008
9215,乙型病毒性肝炎,104,66071002,has symptom,巩膜黄染,1798,246975001
9216,乙型病毒性肝炎,104,66071002,has symptom,蜘蛛痣,2136,195382003
9217,乙型病毒性肝炎,104,66071002,has symptom,恶心,1369,422587007
9218,乙型病毒性肝炎,104,66071002,has symptom,腹水,1959,389026000
9219,乙型病毒性肝炎,104,66071002,has symptom,肝脏肿大,1799,80515008
9220,乙型病毒性肝炎,104,66071002,has symptom,肝掌,1384,248413004
9221,乙型病毒性肝炎,104,66071002,has symptom,上消化道出血,135,37372002
9240,抑郁性神经症,249,78667006,has symptom_main,焦虑,801,48694002
9241,抑郁性神经症,249,78667006,has symptom_main,情绪低落,1301,420038007
9242,抑郁性神经症,249,78667006,has symptom_main,睡眠障碍,647,39898005
9243,抑郁性神经症,249,78667006,has symptom,紧张,2193,53489000
9244,抑郁性神经症,249,78667006,has symptom,自杀行为,2188,425104003
9248,抑郁症,746,35489007,has symptom_main,情绪低落,1301,420038007
9249,抑郁症,746,35489007,has symptom_main,思维缓慢,1528,88952004|255361000
9250,抑郁症,746,35489007,has symptom_main,疑病妄想,999,247688006
9251,抑郁症,746,35489007,has symptom_main,疑病症,270,18193002
9252,抑郁症,746,35489007,has symptom_main,被害妄想,2028,216004
9253,抑郁症,746,35489007,has symptom,腹胀,1028,60728008
9254,抑郁症,746,35489007,has symptom,精神障碍,1518,74732009
9255,抑郁症,746,35489007,has symptom,失眠,1684,193462001
9256,抑郁症,746,35489007,has symptom,食欲下降,987,64379006
9261,癔症,118,44376007,has symptom_main,情感暴发,1382,
9262,癔症,118,44376007,has symptom_main,记忆力减退,1929,48167000
9263,癔症,118,44376007,has symptom_main,意识模糊,1658,40917007
9264,癔症,118,44376007,has symptom_main,意识障碍,1876,3006004
9265,癔症,118,44376007,has symptom_main,不言症,1457,286371003
9266,癔症,118,44376007,has symptom_main,昏睡,1195,214264003
9267,癔症,118,44376007,has symptom_main,失语,1062,87486003
9268,癔症,118,44376007,has symptom,步行困难,2068,719232003
9269,癔症,118,44376007,has symptom,四肢震颤,1372,66019005|26079004
9270,癔症,118,44376007,has symptom,感觉过敏,1871,14151009
9271,癔症,118,44376007,has symptom,狂笑,1493,51078006
9272,癔症,118,44376007,has symptom,自恋,1231,7267002
9274,阴道壁脱垂,370,398022005,has symptom_main,尿失禁,1973,165232002
9275,阴道壁脱垂,370,398022005,has symptom_main,外阴下坠感,1804,
9280,阴道毛滴虫病,23,22417000,has symptom_main,尿痛,2157,49650001
9281,阴道毛滴虫病,23,22417000,has symptom_main,阴道分泌物增多,1267,289560001
9282,阴道毛滴虫病,23,22417000,has symptom,外阴瘙痒,864,67882000
9283,阴道毛滴虫病,23,22417000,has symptom,尿道刺痒,1096,13648007|418290006
9284,阴道毛滴虫病,23,22417000,has symptom,尿急,1829,75088002
9285,阴道毛滴虫病,23,22417000,has symptom,尿频,892,162116003
9289,阴道念珠菌病,159,72934000,has symptom_main,外阴瘙痒,864,67882000
9290,阴道念珠菌病,159,72934000,has symptom_main,尿急,1829,75088002
9291,阴道念珠菌病,159,72934000,has symptom_main,尿频,892,162116003
9292,阴道念珠菌病,159,72934000,has symptom_main,尿痛,2157,49650001
9293,阴道念珠菌病,159,72934000,has symptom_main,外阴烧灼刺激感,2019,289496000
9294,阴道念珠菌病,159,72934000,has symptom,性交疼痛,929,71315007
9308,阴道前壁膨出,160,248879001,has symptom_main,尿失禁,1973,165232002
9309,阴道前壁膨出,160,248879001,has symptom_main,外阴下坠感,1804,
9313,阴道炎,401,30800001,has symptom_main,外阴瘙痒,864,67882000
9314,阴道炎,401,30800001,has symptom_main,外阴烧灼刺激感,2019,289496000
9315,阴道炎,401,30800001,has symptom_main,阴道分泌物增多,1267,289560001
9316,阴道炎,401,30800001,has symptom,尿急,1829,75088002
9317,阴道炎,401,30800001,has symptom,尿频,892,162116003
9318,阴道炎,401,30800001,has symptom,尿痛,2157,49650001
9319,阴道炎,401,30800001,has symptom,性交疼痛,929,71315007
9320,阴道炎,401,30800001,has symptom,阴部皮肤潮红,1319,80203008|238810007
9332,阴茎珍珠丘疹,614,308006,has symptom_main,龟头红点,1274,60319009|247441003
9333,阴茎珍珠丘疹,614,308006,has symptom_main,阴茎疼痛,1167,285375003
9334,阴茎珍珠丘疹,614,308006,has symptom,阴茎瘙痒,1284,69069001
9337,阴囊湿疹,63,737172003,has symptom_main,阴囊起疙瘩,1532,
9338,阴囊湿疹,63,737172003,has symptom_main,阴囊瘙痒,1470,65645005
9339,阴囊湿疹,63,737172003,has symptom,鳞屑,1993,271761007
9340,阴囊湿疹,63,737172003,has symptom,阴囊脱皮,1671,20233005|271767006
9366,银屑病,172,9014002,has symptom_main,皮肤出血,776,297968009
9367,银屑病,172,9014002,has symptom_main,大量皮肤脱屑,1484,271767006|46998006
9368,银屑病,172,9014002,has symptom_main,多形红斑样皮疹,1106,36715001
9369,银屑病,172,9014002,has symptom_main,风丘疹,1809,36653000
9370,银屑病,172,9014002,has symptom_main,鳞屑,1993,271761007
9371,银屑病,172,9014002,has symptom_main,皮肤坏死,1879,95347000
9372,银屑病,172,9014002,has symptom,瘙痒,1688,418290006
9391,应激性溃疡,503,415623008,has symptom_main,腹部压痛,1070,43478001
9392,应激性溃疡,503,415623008,has symptom,腹肌紧张,1155,249544004
9393,应激性溃疡,503,415623008,has symptom,呕血,1502,8765009
9394,应激性溃疡,503,415623008,has symptom,贫血,604,271737000
9395,应激性溃疡,503,415623008,has symptom,低血容量休克,1226,39419009
9396,应激性溃疡,503,415623008,has symptom,黑便,768,267055007
9397,应激性溃疡,503,415623008,has symptom,上消化道出血,135,37372002
9403,婴儿痤疮,230,49706007,has symptom_main,丘疹,1940,445328000
9404,婴儿痤疮,230,49706007,has symptom_main,黑头粉刺,1648,247467008
9405,婴儿痤疮,230,49706007,has symptom_main,脓疱,1622,271760008
9412,婴儿手足搐搦症,542,10629009|133931009,has symptom_main,癫痫发作,1061,91175000
9413,婴儿手足搐搦症,542,10629009|133931009,has symptom_main,四肢抽搐,1514,66019005|386783003
9414,婴儿手足搐搦症,542,10629009|133931009,has symptom,面肌抽搐,1165,230335009
9415,婴儿手足搐搦症,542,10629009|133931009,has symptom,眼上翻凝视,1635,103261009
9416,婴儿手足搐搦症,542,10629009|133931009,has symptom,喉痉挛,1826,53787002
9417,婴儿手足搐搦症,542,10629009|133931009,has symptom,呼吸困难,1207,267036007
9425,婴幼儿脐疝,44,396347007|133931009,has symptom_main,脐部有一半球形肿块,1847,
9426,婴幼儿脐疝,44,396347007|133931009,has symptom_main,呕吐,1608,422400008
9427,婴幼儿脐疝,44,396347007|133931009,has symptom_main,气过水声,1611,24436009
9428,婴幼儿脐疝,44,396347007|133931009,has symptom,腹胀,1028,60728008
9431,婴幼儿胃食管反流,64,235595009|133931009,has symptom_main,呕吐,1608,422400008
9432,婴幼儿胃食管反流,64,235595009|133931009,has symptom_main,烧心,975,16331000
9433,婴幼儿胃食管反流,64,235595009|133931009,has symptom_main,胸痛,2062,29857009
9434,婴幼儿胃食管反流,64,235595009|133931009,has symptom,呃逆,1593,65958008
9435,婴幼儿胃食管反流,64,235595009|133931009,has symptom,口腔溃疡,917,26284000
9436,婴幼儿胃食管反流,64,235595009|133931009,has symptom,呛咳,1540,
9445,营养性巨幼红细胞性贫血,558,10619002,has symptom_main,反应迟钝,1153,422768004
9446,营养性巨幼红细胞性贫血,558,10619002,has symptom_main,呆滞,793,285243004
9447,营养性巨幼红细胞性贫血,558,10619002,has symptom_main,乏力,1405,13791008
9448,营养性巨幼红细胞性贫血,558,10619002,has symptom,恶心,1369,422587007
9449,营养性巨幼红细胞性贫血,558,10619002,has symptom,厌食,827,79890006
9450,营养性巨幼红细胞性贫血,558,10619002,has symptom,嗜睡,1691,271782001
9451,营养性巨幼红细胞性贫血,558,10619002,has symptom,抽搐,1273,386783003
9452,营养性巨幼红细胞性贫血,558,10619002,has symptom,腹泻,992,62315008
9453,营养性巨幼红细胞性贫血,558,10619002,has symptom,面色蜡黄,986,304227003
9454,营养性巨幼红细胞性贫血,558,10619002,has symptom,营养不良,1459,2492009
9469,痈,382,41570003,has symptom_main,剧痛,2012,76948002
9470,痈,382,41570003,has symptom,乏力,1405,13791008
9471,痈,382,41570003,has symptom,寒战,1281,43724002
9472,痈,382,41570003,has symptom,淋巴结肿大,923,30746006
9473,痈,382,41570003,has symptom,厌食,827,79890006
9474,痈,382,41570003,has symptom,头晕,969,404640003
9487,幽门螺杆菌感染,206,721730009,has symptom_main,嗳气,1140,271834000
9488,幽门螺杆菌感染,206,721730009,has symptom_main,腹胀,1028,60728008
9489,幽门螺杆菌感染,206,721730009,has symptom_main,消化性溃疡,55,13200003
9490,幽门螺杆菌感染,206,721730009,has symptom,恶心,1369,422587007
9491,幽门螺杆菌感染,206,721730009,has symptom,腹痛,1288,21522001
9515,幼儿急疹,596,54385001,has symptom_main,红色斑丘疹,1007,
9516,幼儿急疹,596,54385001,has symptom_main,食欲下降,987,64379006
9517,幼儿急疹,596,54385001,has symptom,恶心,1369,422587007
9518,幼儿急疹,596,54385001,has symptom,淋巴结肿大,923,30746006
9519,幼儿急疹,596,54385001,has symptom,咽部慢性充血,1897,102617004|90734009
9527,幼年型类风湿性关节炎,156,410795001,has symptom_main,关节痛,752,57676002
9528,幼年型类风湿性关节炎,156,410795001,has symptom_main,晨僵,2043,40144003
9529,幼年型类风湿性关节炎,156,410795001,has symptom_main,弛张热,1338,63993003
9530,幼年型类风湿性关节炎,156,410795001,has symptom_main,风湿性多发性肌痛症,430,65323003
9531,幼年型类风湿性关节炎,156,410795001,has symptom_main,全身淋巴结肿大,1083,274741002
9532,幼年型类风湿性关节炎,156,410795001,has symptom,乏力,1405,13791008
9533,幼年型类风湿性关节炎,156,410795001,has symptom,寒战,1281,43724002
9534,幼年型类风湿性关节炎,156,410795001,has symptom,贫血,604,271737000
9535,幼年型类风湿性关节炎,156,410795001,has symptom,厌食,827,79890006
9536,幼年型类风湿性关节炎,156,410795001,has symptom,肝脾肿大,1866,36760000
9537,幼年型类风湿性关节炎,156,410795001,has symptom,肌肉萎缩,2080,88092000
9538,幼年型类风湿性关节炎,156,410795001,has symptom,心包积液,1196,373945007
9539,幼年型类风湿性关节炎,156,410795001,has symptom,心包摩擦音,1860,7036007
9552,釉质发育不全,690,699382004,has symptom_main,新生儿绿牙或棕褐色牙,1507,
9553,釉质发育不全,690,699382004,has symptom,牙体损伤,1915,21763005
9554,釉质发育不全,690,699382004,has symptom,牙齿发黄,1441,38199008|371244009
9559,原发性高血压,212,59621000,has symptom_main,头痛,1650,25064002
9560,原发性高血压,212,59621000,has symptom_main,心悸,1961,80313002
9561,原发性高血压,212,59621000,has symptom_main,头晕,969,404640003
9562,原发性高血压,212,59621000,has symptom,胸闷,1742,23924001
9563,原发性高血压,212,59621000,has symptom,乏力,1405,13791008
9588,原发性甲状旁腺功能亢进症,188,36348003,has symptom,骨压痛,784,278997003
9589,原发性甲状旁腺功能亢进症,188,36348003,has symptom,肌无力,1200,26544005
9590,原发性甲状旁腺功能亢进症,188,36348003,has symptom,便秘,1733,14760008
9591,原发性甲状旁腺功能亢进症,188,36348003,has symptom,多尿,821,162182005
9592,原发性甲状旁腺功能亢进症,188,36348003,has symptom,多饮,1490,17173007
9593,原发性甲状旁腺功能亢进症,188,36348003,has symptom,恶心,1369,422587007
9594,原发性甲状旁腺功能亢进症,188,36348003,has symptom,嗜睡,1691,271782001
9595,原发性甲状旁腺功能亢进症,188,36348003,has symptom,体重减轻,1846,89362005
9596,原发性甲状旁腺功能亢进症,188,36348003,has symptom,肢体麻木,1227,310501001
9604,原发性醛固酮增多症,640,190507007,has symptom_main,低钾血症,38,43339004
9605,原发性醛固酮增多症,640,190507007,has symptom_main,高血压,1732,24184005
9606,原发性醛固酮增多症,640,190507007,has symptom,代谢性碱中毒,2035,1388004
9607,原发性醛固酮增多症,640,190507007,has symptom,蛋白尿,1696,29738008
9608,原发性醛固酮增多症,640,190507007,has symptom,多尿,821,162182005
9609,原发性醛固酮增多症,640,190507007,has symptom,多饮,1490,17173007
9610,原发性醛固酮增多症,640,190507007,has symptom,耳鸣,1630,60862001
9611,原发性醛固酮增多症,640,190507007,has symptom,乏力,1405,13791008
9612,原发性醛固酮增多症,640,190507007,has symptom,腹泻,992,62315008
9613,原发性醛固酮增多症,640,190507007,has symptom,头晕,969,404640003
9614,原发性醛固酮增多症,640,190507007,has symptom,吞咽困难,1265,40739000
9631,原发性痛经,298,65754002,has symptom_main,乏力,1405,13791008
9632,原发性痛经,298,65754002,has symptom_main,腹痛,1288,21522001
